word,phoneme,short_def,vi,hint_level
lead someone down/up the garden path,"/ˈlɛd/, /ˈliːd/",to trick someone,dẫn ai xuống/lên lối đi trong vườn,1
leave (someone or something) alone,/ˈliːv/,to not bother or touch (someone or something),để (ai đó hoặc cái gì đó) một mình,1
leave (someone or something) be,/ˈliːv/,to not bother or touch (someone or something),để (ai đó hoặc cái gì đó) được,1
leave well enough alone,/ˈliːv/,to stop changing something,để lại đủ tốt một mình,1
leer,/ˈliːpɝ/,look at in a sexual or ugly way,đểu cáng,1
legalize,/ˈliːgəˌlaɪz/,to allow by law,hợp pháp hóa,4
legislate,/ˈlɛdʒɪˌsleɪt/,to create a new law,lập pháp,4
legitimate,/ləˈdʒɪtəmət/,allowed according to rules,hợp pháp,4
legitimatize,/ləˈdʒɪtəmətli/,make legal,hợp pháp hóa,1
legitimize,"/ləˈdʒɪtəˌmaɪz/, /lɪˈdʒɪtəˌmaɪz/",to make real or official,hợp thức hóa,1
lengthen,"/ˈlɛŋθən/, /ˈlɛŋkθən/",to make something longer,kéo dài,1
lessen,/ˈlɛsən/,to become less,giảm bớt,3
let it all hang out,/ˈlɛt/,to show one's true feelings,hãy để tất cả đi chơi,1
let on,/ˈlɛt/,to pretend or seem,để cho,1
let (someone) have it,/ˈlɛt/,to attack in a angry way,để (ai đó) có nó,1
let (someone) in on (something),/ˈlɛt/,to allow to know,để (ai đó) vào (một cái gì đó),1
let (someone or something) be,/ˈlɛt/,to not bother or touch (someone or something),hãy để (ai đó hoặc một cái gì đó) được,1
let (yourself) in for,/ˈlɛt/,to cause to experience,để (chính bạn) trong cho,1
level off,/ˈlɛvəl/,to stop going up or down,dừng lại,1
level the playing field,/ˈlɛvəl/,to make a situation fair,nâng cao sân chơi,1
levitate,/ˈlɛvɪˌteɪt/,to rise in air,bay lên,2
liaise,/laɪˈɑːkoʊs/,help groups to work together,liên lạc,1
liberalize,/ˈlɪˌbɝːəˌlaɪz/,to make less strict,tự do hóa,1
liberate,/ˈlɪˌbɝːˌeɪt/,to give freedom to,giải thoát,4
lick someone's boots,/ˈlɪk/,treat one with excess respect,liếm ủng của ai đó,1
light a fire under (someone),/ˈlaɪt/,to make someone work harder,đốt lửa dưới (ai đó),1
lighten,/ˈlaɪtən/,to make less heavy,làm nhẹ,2
liken,/ˈlaɪkən/,consider as similar or equal,so sánh,1
linger,"/ˈlɪŋgɝ/, /ˈlɪŋɝ/",to continue to exist,nán lại,4
lionize,/ˈlaɪəˌnaɪz/,to treat as a famous person,sư tử hóa,1
liquefy,/ˈlɪkwəˌfaɪ/,to cause to become liquid,hóa lỏng,2
liquidate,/ˈlɪkwɪˌdeɪt/,to destroy or kill,thanh lý,2
listen in,/ˈlɪsən/,to listen to a conversation,lắng nghe,1
litigate,/ˈlɪtɪˌgeɪt/,to take an issue to court,kiện tụng,1
live and let live,"/ˈlaɪv/, /ˈlɪv/",to let others make choices,sống và hãy sống,1
live in the past,"/ˈlaɪv/, /ˈlɪv/",to think over a past instance,sống trong quá khứ,1
live out,"/ˈlaɪv/, /ˈlɪv/",to live away from the workplace,sống ra ngoài,1
liven,/ˈlaɪvən/,to become more interesting,sống động,2
loathe,/ˈloʊð/,to hate very much,không ưa,2
lob,/ˈlɑːb/,throw in a high curving path,thùy,2
localize,/ˈloʊkəˌlaɪz/,to find the place of,bản địa hóa,1
loiter,/ˈlɔɪtɝ/,to remain without a reason,đi lang thang,1
loll,/ˈlɑːl/,to hang in a loose way,le ra,1
lollygag,/ˈlɑːli/,to fool around and waste time,trò bịp bợm,1
look before you leap,/ˈlʊk/,to think before doing,xem xét trước khi bạn bước nhảy vọt,1
look down your nose at,/ˈlʊk/,to think of as not important,nhìn xuống mũi của bạn tại,1
look (someone) in the eye,/ˈlʊk/,to look directly at,nhìn (ai) vào mắt,1
look the other way,/ˈlʊk/,to ignore something,nhìn theo cách khác,1
not much to look at,/ˈnɑːt/,not attractive,không có gì nhiều để nhìn,1
let loose,/ˈlɛt/,to produce in a sudden way,thả lỏng,1
loosen,/ˈluːsən/,to make less tight,nới lỏng,4
loosen someone's tongue,/ˈluːsən/,to cause one to talk freely,nới lỏng lưỡi của ai đó,1
lop,/ˈlɑːp/,to cut branches from a tree,trượt,2
lope,/ˈloʊp/,to run in a relaxed way,dốc,1
lord it over someone,/ˈlɔrd/,to act as if you are better than others,chúa tể nó trên một ai đó,1
i must love you and leave you,/ˈaɪ/,to say that one has to leave,tôi phải yêu bạn và rời xa bạn,1
lowball,/ˌloʊˈtɛk/,to give a very low offer to,bóng thấp,1
lubricate,/ˈluːbrɪˌkeɪt/,to make smooth,bôi trơn,4
lurk,/ˈlɝːk/,to be in a hidden place,ẩn nấp,2
luxuriate,/ləgˈʒɝːiːənt/,to enjoy a thing,lộng lẫy,1
lynch,/ˈlɪntʃ/,to kill for revenge,giết người để trả thù,2
madden,/ˈmædən/,to make one angry,phát điên,4
magnetize,/ˌmægnətəˈzeɪʃən/,to attract and hold interest,từ hóa,1
magnify,/ˈmægnəˌfaɪ/,to make something greater,phóng đại,4
maim,/ˈmeɪm/,to injure badly by violence,tàn tật,2
mainline,/ˈmeɪnˌlaɪn/,to put into a blood vessel,tuyến chính,2
mainstream,/ˈmeɪnˌstriːm/,to cause to be included,xu hướng,4
make out,/ˈmeɪk/,to see and identify,làm ra,1
make up,/ˈmeɪk/,to create or invent,trang điểm,1
malfunction,/mælˈfʌŋkʃən/,to fail to work properly,sự cố,2
malign,/məˈlaɪn/,to criticize in public,hung tinh,2
malinger,/mɑːˈliːni/,to pretend to be sick,kẻ nói dối,1
maltreat,/ˈmɔltoʊs/,abuse,ngược đãi,1
manhandle,/ˈmænˌhændəl/,to treat roughly,tay cầm,2
manifest,/ˈmænəˌfɛst/,easy to understand,rõ ràng,4
manipulate,/məˈnɪpjəˌleɪt/,to treat with the hands,vận dụng,4
mar,/ˈmɑːr/,to ruin beauty,tháng ba,4
marginalize,/ˈmɑːrdʒənəˌlaɪz/,to keep one without power,gạt ra bên lề,1
marinate,/ˈmɛrəˌneɪt/,to put meat in a sauce,ướp,2
massage someone's ego,/məˈsɑːʒ/,to make one feel proud,xoa bóp cái tôi của ai đó,1
masticate,/ˈmæstˌhɛd/,to chew,nhai,1
masturbate,/ˈmæstɝˌbeɪt/,to touch your sex parts,thủ dâm,1
materialize,/məˈtɪriːəˌlaɪz/,to become visible,cụ thể hoá,4
matriculate,/məˈtrɪkjəleɪt/,to become a student,trúng tuyển,1
maul,/ˈmɔl/,to touch in a rough sexual way,vồ,2
maunder,/ˈmɔnd/,to talk in a long boring way,đi lang thang,1
maximize,/ˈmæksəˌmaɪz/,to make very large,tối đa hóa,3
be that as it may,"/ˈbiː/, /bi/",,là như nó có thể,1
know what it means,/ˈnoʊ/,to understand,biết nó có nghĩa là gì,1
meant to be/do something,/ˈmɛnt/,supposed to be or do,có nghĩa là / làm một cái gì đó,1
meander,/miːˈændɝ/,to change topics often,quanh co,1
mechanize,/ˈmɛkəˌnaɪz/,to use machines for a process,cơ khí hóa,4
meddle,/ˈmɛdəl/,to offer unwanted involvement,xen vào,2
mediate,/ˈmiːdiːˌeɪt/,to work with opposing sides,trung gian,4
medicate,/ˈmɛdɪˌkeɪt/,to treat with medicine,thuốc,2
meditate,/ˈmɛdəˌteɪt/,to relax in quiet thoughts,suy nghĩ,2
meditate on/upon,/ˈmɛdəˌteɪt/,to think carefully,suy ngẫm về / khi,1
meet (someone) halfway,/ˈmiːt/,to compromise with,gặp (ai) giữa chừng,1
mellow,/ˈmɛloʊ/,to become less,êm dịu,2
melt in your mouth,/ˈmɛlt/,to be soft and good to eat,tan chảy trong miệng của bạn,1
memorialize,/məˈmɔriːəˌlaɪz/,to do a thing to remind people,tưởng niệm,1
memorize,/ˈmɛmɝˌaɪz/,to learn by heart,ghi nhớ,4
menstruate,/ˈmɛnstruːˌeɪt/,to have monthly blood flow,kinh nguyệt,1
merge,/ˈmɝːdʒ/,to change into something else,hợp nhất,4
mesmerize,/ˈmɛzmɝˌaɪz/,to hold the attention of,thôi miên,1
mess up,/ˈmɛs/,to make a mistake,lộn xộn lên,1
metabolize,/məˈtæbəˌlaɪz/,to change food into energy,trao đổi chất,1
metamorphose,/ˌmɛtəˈmɔrfoʊz/,to transform,biến chất,1
methinks,/ˈmɛθɪni/,I think,tôi nghĩ,1
micromanage,/ˌmaɪkroʊˈmænɪdʒ/,to try to manage every part,quản lý vi mô,1
migrate,/ˈmaɪˌgreɪt/,to move from place to place,di cư,4
militarize,/ˈmɪlətɝˌaɪz/,to give a military quality to,quân sự hóa,1
not mince (your) words,/ˈnɑːt/,to speak in a vey direct way,không băm chữ (của bạn),1
mingle,/ˈmɪŋgəl/,to combine,trộn lẫn,4
miniaturize,/ˈmɪnɪtʃɝˌaɪz/,to make in a small size,thu nhỏ,1
minimize,/ˈmɪnəˌmaɪz/,to make something small,giảm thiểu,4
misapply,/mɪsəˈplaɪ/,to use things in a wrong way,áp dụng sai,1
misappropriate,/mɪsəˈproʊpriːˌeɪt/,to steal,sử dụng sai,1
misbehave,"/ˌmɪsbəˈheɪv/, /ˌmɪsbiːˈheɪv/",to behave badly,cư xử không đúng mực,2
miscalculate,/mɪˈskælkjəˌleɪt/,to make an error,tính toán sai,1
miscarry,/mɪˈskɛrɪdʒɪz/,to have a failed pregnancy,sẩy thai,2
miscast,/mɪˈskæst/,to choose wrong actors,phát sai,1
misconstrue,/mɪskənˈstruː/,to understand wrong,hiểu sai,1
miscount,/ˈmɪˈskaʊnt/,count in an incorrect way,tính nhầm,1
misdiagnose,/mɪsˌdaɪɪgˈnoʊz/,to form a wrong opinion,chẩn đoán sai,1
misdirect,/mɪsdɪˈrɛkt/,to give wrong information,đánh lạc hướng,1
misfile,/ˈmɪsfɪlt/,to put in the wrong place,gửi nhầm,1
misfire,/mɪsˈfaɪɝ/,to fail to work properly,bắn nhầm,1
mishandle,/mɪsˈhændəl/,to deal with badly,xử lý sai,1
mishear,/mɪsˈhiːr/,to hear something wrong,nghe nhầm,1
mishit,/ˌmɪsˈhɝːd/,to hit badly in a game,khốn nạn,1
misinform,/mɪˌsɪnˈfɔrm/,to give false information,thông tin sai lệch,1
misinterpret,/mɪsɪnˈtɝːprət/,to understand incorrectly,giải thích sai,2
misjudge,/mɪsˈdʒʌdʒ/,to judge incorrectly,đánh giá sai,1
mislay,/mɪˈsleɪd/,to lose for a short time,lạc lối,1
mislead,/mɪˈsliːd/,cause one to have a wrong idea,đánh lạc hướng,4
mismanage,/mɪˈsmænɪdʒ/,to manage badly,quản lý sai,1
misname,/mɪˈsmætʃɪz/,to give a wrong name for,tên sai,1
misplace,/mɪˈspleɪs/,to direct a feeling foolishly,đặt nhầm chỗ,2
mispronounce,/mɪsprəˈnaʊns/,to say in a wrong way,phát âm sai,1
misquote,/mɪˈskwoʊt/,to quote in a wrong way,trích dẫn sai,1
misread,"/mɪsˈriːd/, /mɪsˈrɛd/",to understand wrongly,đọc sai,2
misrepresent,/mɪsˌrɛprəˈzɛnt/,to describe in a false way,xuyên tạc,1
misspell,"/mɪsˈspɛl/, /mɪˈspɛl/",to spell wrong,đánh vần sai,1
misspend,"/mɪsˈspɛnd/, /mɪˈspɛnd/",to spend in an illegal way,tiêu xài hoang phí,1
misstate,"/mɪsˈsteɪt/, /mɪˈsteɪt/",state or report in a wrong way,nói sai,1
mistime,/ˈmɪstɪk/,to do at the wrong time,sai thời điểm,1
mistreat,/mɪˈstriːt/,to treat badly,ngược đãi,1
misunderstand,/ˌmɪsəndɝˈstænd/,to understand in a wrong way,hiểu sai,4
mitigate,/ˈmɪtəˌgeɪt/,to make less severe,giảm thiểu,1
mobilize,/ˈmoʊbəˌlaɪz/,to bring together for action,huy động,4
modernize,/ˈmɑːdɝˌnaɪz/,to make suited to the present,hiện đại hóa,1
modulate,"/ˈmɔdʒjuːleɪt/, /ˈmɔdʒuːleɪt/",to change the tone of,ngâm nga,1
moisten,/ˈmɔɪsən/,to become slightly wet,làm ẩm,1
moisturize,/ˈmɔɪstʃɝ/,to make less dry,dưỡng ẩm,2
molder,/ˈmoʊldɝ/,to go bad slowly,thợ đúc,1
molest,/məˈlɛst/,to harm through sexual contact,lạm dụng tình dục,2
mollify,/ˈmɑːləˌfaɪ/,to calm,xoa dịu,1
mollycoddle,/ˈmɑːliːˌkɑːdəl/,to treat one too gently,nhí nhảnh,1
molt,/ˈmoʊlt/,to replace with new growth,thay lông,1
monopolize,/məˈnɑːpəˌlaɪz/,to take control completely,độc quyền,4
mooch,/ˈmuːˌbɛri/,to ask for and get for free,đi lang thang,2
mooch around/about,/ˈmuːˌbɛri/,to walk around with no purpose,lảng vảng quanh/về,1
moon around/about,/ˈmuːn/,to move slowly in sad way,mặt trăng xung quanh / về,1
moot,/ˈmuːt/,to introduce for discussion,thảo luận,2
mope,/ˈmoʊp/,to behave in a depressed way,cây lau nhà,2
moralize,/ˈmɔrəˌlaɪz/,to express beliefs on behavior,đạo đức hóa,1
morph,/ˈmɔrf/,to change gradually,biến hình,2
mortgage the/your future,"/ˈmɔrgədʒ/, /ˈmɔrgɪdʒ/",to borrow a lot of money,thế chấp / tương lai của bạn,1
mortify,/ˈmɔrtɪˌfaɪ/,to make one feel embarrassed,hành xác,1
mosey,/ˈmoʊzi/,to walk in a relaxed way,nhiều lông,2
mosh,/ˈmɔʃ/,to dance in a wild way,đám đông,1
mourn,/ˈmɔrn/,to feel great sadness,thương tiếc,4
move heaven and earth,/ˈmuːv/,to work very hard,di chuyển trời và đất,1
muck up,/ˈmʌk/,to make something dirty,làm hỏng,1
muddy,/ˈmʌdi/,filled with soil and water,lầy lội,4
muddy the waters,/ˈmʌdi/,to make a thing complicated,bùn nước,1
muffle,/ˈmʌfəl/,to cover for warm protection,bịt miệng,1
mull,/ˈmʌl/,to think about carefully,nghĩ lại,1
multiply,/ˈmʌltəˌplaɪ/,to add a number to itself,nhân,5
mummify,/ˈmʌməˌfaɪ/,to become very dry,ướp xác,1
munch,/ˈmʌntʃ/,to eat with noise,nhai tóp tép,2
muss,/muːsoʊˈliːnoʊ/,to make a thing untidy,hỗn độn,2
mutate,/ˈmjuːˌteɪt/,to cause a gene to change,đột biến,1
mutilate,/ˈmjuːtəˌleɪt/,to ruin the beauty of,cắt xẻo,2
mutter,/ˈmʌtɝ/,to complain in a quiet way,lẩm bẩm,4
mystify,/ˈmɪstəˌfaɪ/,to confuse completely,bí ẩn,1
mythologize,/ˌmɪθəˈlɑːdʒɪkəl/,to make something seem great,huyền thoại hóa,1
kitschy,/ˈkɪtʃ/,showing emotions that are false,lộng lẫy,1
kittenish,/ˈkɪtən/,attractive and playful,mèo con,1
knackered,/ˈnæk/,very tired or exhausted,sở trường,1
knavish,/ˈneɪvz/,marked by skill in tricking,tài giỏi,1
knee-high,/ˈniː/,,cao đến đầu gối,1
knightly,/ˈnaɪtli/,paying attention to women,hiệp sĩ,1
knitted,"/ˈnɪtəd/, /ˈnɪtɪd/",,dệt kim,3
knobbly,/ˈnɑːb/,covered with small bumps,cục mịch,1
knobby,/ˈnɑːbi/,forming hard rounded lumps,có bướu,2
knockabout,/ˈnɑːk/,loud and rough,lang thang,1
knockdown,/ˈnɑːkˌdaʊn/,extremely low,hạ gục,2
"knock-down, drag-out",/ˈnɑːk/,very angry or violent,"hạ gục, kéo ra",1
knotted,/ˈnɑːtɪd/,having many dark round marks,thắt nút,2
knotty,/ˈnɑːti/,having marks from branches,thắt nút,4
knowable,/ˈnoʊˌhaʊ/,able to be recognized,có thể biết được,1
knowledgeable,/ˈnɑːlədʒəbəl/,having knowledge,có kiến thức,4
kooky,/ˈkuːki/,crazy,lập dị,2
kosher,/ˈkoʊʃɝ/,selling food allowed by Jewish law,bán thực phẩm được luật pháp do thái cho phép,2
labial,/ˈlɑːbɝg/,produced by using the lips,môi âm hộ,1
labor-intensive,/ˈleɪbɝ/,requiring a lot of workers,thâm dụng lao động,1
laborious,/ləˈbɔriːəs/,needing much time and effort,siêng năng,4
labyrinthine,/ˌlæbɝˈɪnˌθiːn/,relating to the inner ear,mê cung,1
lachrymose,/ˈlɑːhəvɪtʃ/,tending to cause tears,có xu hướng gây ra nước mắt,1
lackadaisical,/ˌlækəˈdeɪzɪkəl/,feeling a lack of interest,thiếu quyết đoán,1
lackluster,/ˈlæˌkləstɝ/,lacking excitement,mờ nhạt,2
laconic,/lɑːˈkɑːnɪk/,using few words,vắn tắt,1
lacy,/ˈleɪsi/,looking like a thin material,ren,2
laddish,/ˈlædɝz/,having qualities of young men,chậm chạp,1
laden,/ˈleɪdən/,loaded heavily,chất đầy,3
ladylike,/ˈleɪdiːˌlaɪk/,having quiet and gentle ways,quý phái,1
lairy,/ˈlɛrsən/,loud and not pleasant,hang ổ,1
lamaze,/ˈlæmeɪ/,relating to a birth method,lạt ma,1
lambent,/læmˈboʊ/,having an appealing quality,than vãn,1
lamentable,/ləˈmɛntəbəl/,deserving to be criticized,đáng tiếc,1
lamented,/ləˈmɛntɪd/,deeply missed,than thở,1
laminated,/ˈlæməˌneɪtəd/,being covered with plastic,nhiều lớp,2
landless,/ˈlændlɛs/,not owning any land,không có đất,1
landlocked,/ˈlændˌlɑːkt/,surrounded by land,không giáp biển,1
languid,/ˈlæŋgwəd/,showing little strength,uể oải,1
languorous,/ˈlæŋgwɪʃɪŋ/,lacking interest,uể oải,1
lank,/ˈlæŋk/,straight and not attractive,trượt dài,1
lanky,/ˈlæŋki/,very tall and thin,cao lêu nghêu,2
lapsed,/ˈlæpst/,no longer following a religion,mất hiệu lực,2
large-scale,/ˈlɑːrdʒˌskeɪl/,involving many people or things,quy mô lớn,1
largish,/ˈlɑːrdʒəst/,fairly big,đồ sộ,1
larval,/ˈlɑːrvəl/,not being mature,ấu trùng,2
lascivious,/ləˈsɪviːəs/,showing sexual desire,đa dâm,2
late in the day,/ˈleɪt/,after the expected time,cuối ngày,1
latent,/ˈleɪtənt/,used for an inactive thing,ngầm,3
latitudinal,/ˌlætəˈtuːdənəl/,a direction term,vĩ độ,1
latter,/ˈlætɝ/,coming near the end,sau này,4
latticed,/ˈlætəs/,having a pattern of a network,mắt cáo,1
laudable,/ˈlɔdəbəl/,deserving praise,đáng ca ngợi,1
laudatory,/ˈlɔdəˌtɔri/,expressing praise,khen ngợi,1
laughable,/ˈlæfəbəl/,bad in a way that seems silly,buồn cười,2
lavish,/ˈlævɪʃ/,having a rich quality,xa hoa,4
lawful,/ˈlɔfəl/,according to the law,hợp pháp,4
lawless,/ˈlɔləs/,having no laws,luật rừng,1
lax,/ˈlæks/,not careful enough,lỏng lẻo,2
leaded,/ˈlɛdɪd/,having lead within glass,chì,1
leaden,/ˈlɛdən/,feeling heavy to move,chì,1
leading,/ˈliːdɪŋ/,having great importance,hàng đầu,5
leadoff,/ˈliːˌdɔf/,a play in a game,dẫn đầu,1
leafless,/ˈliːfləs/,a plant term,trụi lá,1
leaflike,/ˈliːˌflaɪk/,looking like a plant part,giống như lá,1
leafed,/ˈliːft/,having a kind of leaves,có lá,1
leafy,/ˈliːfi/,consisting mostly of leaves,nhiều lá,2
leakproof,/ˈliːkɪŋ/,holding a substance completely,rò rỉ bằng chứng,1
leaky,/ˈliːki/,having a hole,rò rỉ,2
leathery,/ˈlɛðɝi/,looking like animal skin,da thuộc,1
lecherous,/ˈlɛtʃɝəs/,having an awful interest in sex,phóng đãng,1
leery,/ˈlɪri/,feeling a lack of trust,tinh ranh,2
legalistic,/ˌlɛgəˈlɪstɪk/,too concerned with legal rules,hợp pháp,1
legendary,/ˈlɛdʒənˌdɛri/,told about in a tale,huyền thoại,4
leggy,/ˈlɛgi/,having long legs,chân dài,2
legible,/ˈlɛdʒəbəl/,capable of being read,dễ đọc,1
legislative,/ˈlɛdʒəˌsleɪtɪv/,having the power to make laws,lập pháp,4
legit,"/ˈlɛdʒɪt/, /ləˈdʒɪt/",legal,hợp pháp,2
legless,/ˈlɛgləs/,extremely drunk,cụt chân,1
leguminous,/ˈlɛgˌjuːmz/,relating to a kind of plant,cây họ đậu,1
leisured,"/ˈlɛʒɝ/, /ˈliːʒɝ/",not hurried,thư giãn,1
leisurely,/ˈliːzɝli/,not hurried,nhàn nhã,4
lemony,/ləˈmɑːnt/,having a sharp taste,chanh,2
lengthy,/ˈlɛŋθi/,lasting for a long time,dài dòng,4
lenient,"/ˈliːniːənt/, /ˈliːnjənt/",not strict,khoan dung,4
lenten,/ˈlɛnt/,relating to a religious event,cho mượn,1
leonine,/ˈlɛni/,relating to a lion,liên quan đến một con sư tử,1
